2020-03-01,25.0,0.0
2020-03-02,76.66666666666667,500.0
2020-03-03,37.735849056603776,16.666666666666664
2020-03-04,42.465753424657535,57.14285714285714
2020-03-05,67.3076923076923,9.090909090909092
2020-03-06,27.586206896551722,16.666666666666664
2020-03-07,51.80180180180181,21.428571428571427
2020-03-08,33.82789317507419,23.52941176470588
2020-03-09,15.077605321507761,4.761904761904762
2020-03-10,36.99421965317919,27.27272727272727
2020-03-11,55.9774964838256,17.857142857142858
2020-03-12,40.75743913435528,30.303030303030305
2020-03-13,38.1806534272902,20.930232558139537
2020-03-14,33.0551692165044,11.538461538461538
2020-03-15,3.414634146341464,20.689655172413794
2020-03-16,46.900269541778975,38.57142857142858
2020-03-17,40.84862385321101,35.051546391752574
2020-03-18,45.204364110079794,43.51145038167939
2020-03-19,58.76415834922059,40.95744680851064
2020-03-20,37.59271031998305,36.60377358490566
2020-03-21,32.57867446994199,25.96685082872928
2020-03-22,30.729912875121006,31.798245614035086
2020-03-23,29.883593495453333,30.449251247920134
2020-03-24,23.402508551881414,30.22959183673469
2020-03-25,22.07089000591366,30.558276199804112
2020-03-26,27.3045189614715,30.9827456864216
2020-03-27,21.625382026614027,31.729667812142036
2020-03-28,19.352536274394776,27.565217391304348
2020-03-29,15.6763797524351,21.370143149284253
2020-03-30,15.227506108140645,23.02723953945521
2020-03-31,15.9900926204773,27.938826751883134
2020-04-01,13.50172739026303,22.140945584299732
2020-04-02,14.194346537195676,23.166812737364882
2020-04-03,13.05629369199951,15.595351043643262
2020-04-04,11.98783570243033,13.17328408741151
2020-04-05,9.000351954639827,13.045054845435592
2020-04-06,8.780915535306438,13.376102646351242
2020-04-07,8.381193578693681,16.33187155184609
2020-04-08,7.963476652797041,12.865568188727428
2020-04-09,8.088697327816126,11.178150083499434
2020-04-10,7.213171935354684,10.141486578156798
2020-04-11,6.030007450651982,9.000923848488847
2020-04-12,5.4080826715204875,7.14775800137224
2020-04-13,4.54447443227761,6.88564110290794
2020-04-14,4.651838305434907,8.471948125176205
2020-04-15,4.778625603158597,8.281351526965562
2020-04-16,4.905842557847185,6.339824177143029
2020-04-17,4.889491865788498,7.375430280458213
2020-04-18,4.037202491182286,6.269707799033005
2020-04-19,3.5652034608680654,3.038919934721329
2020-04-20,3.6147413650636255,4.307552014590483
2020-04-21,3.266744586049028,5.652694059724842
2020-04-22,3.472553433878896,5.202186268318707
2020-04-23,4.0833653761186115,5.044295413147872
2020-04-24,4.163640681629661,4.1734812508620855
2020-04-25,3.626028187878067,3.1210395899143135
2020-04-26,2.9430427846080427,2.371737256268687
2020-04-27,2.3195232303374844,2.5533058591650244
2020-04-28,2.475824509603091,3.8769983401764656
2020-04-29,2.709947041805266,4.215023379419383
2020-04-30,2.8406443485280497,3.7056165267914785
